customer_id,full_name,cpf_cnpj,date_of_birth,annual_income_brl,declared_occupation,risk_rating,registration_date,country,state,city,beneficial_owner,pep,kyc_tier,kyc_risk_score,sanctions_list_hit
C100641,Customer 642,93076321736,2009-08-03,16256,Freelancer,Low,2023-03-16,BR,DF,Brasília,No,No,L1,100,No
C100642,Customer 643,70273434798,1975-10-12,10633,Teacher,Low,2020-01-20,BR,BA,Salvador,No,No,L1,35,No
C100643,Customer 644,12926004399,2002-04-13,34765,Trader,High,2023-11-16,BR,GO,Goiânia,No,No,L1,43,No
C100644,Customer 645,51808930953,1971-08-12,4673,Teacher,Low,2023-04-02,BR,RJ,Rio de Janeiro,No,No,L2,73,No
C100645,Customer 646,10814745598,1997-03-06,12700,Designer,Low,2024-11-04,BR,PR,Curitiba,Yes,No,L1,87,No
C100646,Customer 647,50643302425,1999-04-21,33387,Student,Medium,2023-08-07,BR,RJ,Rio de Janeiro,No,No,L3,54,No
C100647,Customer 648,72646828841,1963-05-25,16928,Nurse,Low,2021-01-15,BR,GO,Goiânia,No,No,L2,53,No
C100648,Customer 649,2203848238,2000-07-20,9582,Freelancer,Low,2025-06-14,BR,SP,São Paulo,No,No,L3,37,No
C100649,Customer 650,68858326121,1986-09-02,5274,Dentist,High,2024-05-19,BR,PR,Curitiba,No,No,L1,41,No
C100650,Customer 651,5890599564,2019-02-26,10208,Teacher,Medium,2024-02-21,BR,PA,Belém,No,No,L1,49,No
C100651,Customer 652,64466972538,1966-06-12,20830,Chef,Low,2020-04-21,BR,PA,Belém,No,No,L2,81,No
C100652,Customer 653,91439750135,2016-04-10,10767,Trader,Low,2025-06-09,BR,MG,Belo Horizonte,No,No,L1,81,No
C100653,Customer 654,95582491678,1985-11-08,10804,Teacher,Low,2020-03-26,BR,RN,Natal,No,No,L1,100,No
C100654,Customer 655,90727977513,1999-07-05,5998,Entrepreneur,Low,2023-09-18,BR,PA,Belém,No,No,L1,55,No
C100655,Customer 656,46947419059,1972-02-20,14718,Driver,Low,2022-07-10,BR,CE,Fortaleza,No,No,L2,51,No
C100656,Customer 657,87498100164,2001-05-22,7858,Nurse,Low,2022-08-06,BR,MG,Belo Horizonte,No,No,L2,55,No
C100657,Customer 658,16279204222,2020-07-24,8178,Entrepreneur,Medium,2020-10-02,BR,SP,São Paulo,No,No,L3,78,No
C100658,Customer 659,1455041945,2010-09-11,43986,Dentist,Low,2024-05-28,BR,SC,Florianópolis,No,No,L2,54,No
C100659,Customer 660,36977427316,1981-08-10,16282,Student,Medium,2024-01-14,BR,CE,Fortaleza,No,No,L2,68,No
C100660,Customer 661,86205845020,1985-08-01,15553,Designer,High,2020-03-05,BR,PE,Recife,No,No,L3,31,No
C100661,Customer 662,5712978267,1986-02-21,43868,Lawyer,Low,2025-05-14,BR,PE,Recife,No,No,L2,64,No
C100662,Customer 663,66016569908,1983-06-20,16971,Chef,Low,2022-05-27,BR,RN,Natal,No,No,L2,74,No
C100663,Customer 664,7691382397,1999-06-26,13607,Mechanic,High,2025-06-27,BR,BA,Salvador,No,No,L2,74,No
C100664,Customer 665,73230699954,2011-09-20,30439,Consultant,Low,2025-07-14,BR,AM,Manaus,No,No,L3,49,No
C100665,Customer 666,43040813676,1993-01-11,18785,Mechanic,Medium,2022-09-29,BR,PE,Recife,No,No,L2,91,No
C100666,Customer 667,45526302188,2015-08-14,7946,Teacher,Low,2021-07-06,BR,BA,Salvador,Yes,No,L2,48,No
C100667,Customer 668,34188720594,1974-07-26,12680,Trader,Low,2023-08-24,BR,SP,São Paulo,No,No,L3,71,No
C100668,Customer 669,95363091896,2019-07-01,21918,Mechanic,Low,2024-10-01,BR,GO,Goiânia,No,No,L1,56,No
C100669,Customer 670,99653692092,1994-12-23,15326,Lawyer,Medium,2021-06-23,BR,DF,Brasília,No,No,L2,39,No
C100670,Customer 671,43410144582,1998-08-01,28943,Accountant,Low,2020-11-04,BR,PR,Curitiba,No,No,L3,71,No
C100671,Customer 672,58240697120,1986-09-22,12710,Consultant,Low,2023-01-28,BR,AM,Manaus,No,No,L1,66,No
C100672,Customer 673,26601507958,2003-04-19,40009,Chef,High,2024-06-16,BR,AM,Manaus,No,No,L2,54,No
C100673,Customer 674,98555663153,2016-04-01,30484,Dentist,Low,2021-03-24,BR,PE,Recife,No,No,L3,53,No
C100674,Customer 675,19733373845,1983-01-27,20156,Nurse,High,2022-04-04,BR,CE,Fortaleza,No,No,L3,17,No
C100675,Customer 676,71683487903,2019-12-16,7151,Trader,Low,2025-08-05,BR,AM,Manaus,No,No,L3,81,No
C100676,Customer 677,74490375181,1968-07-18,6342,Mechanic,Low,2025-04-08,BR,DF,Brasília,No,No,L2,93,No
C100677,Customer 678,19538917147,2003-04-17,8629,Lawyer,Low,2020-03-06,BR,SP,São Paulo,No,Yes,L1,73,No
C100678,Customer 679,72118913990,1964-10-29,34966,Software Engineer,Medium,2024-04-15,BR,SC,Florianópolis,No,No,L1,55,No
C100679,Customer 680,12285757808,1980-09-28,14737,Student,Low,2020-08-20,BR,SC,Florianópolis,No,No,L1,52,No
C100680,Customer 681,62721859112,2016-04-23,14119,Consultant,Medium,2025-06-01,BR,SP,Campinas,No,No,L1,32,No
C100681,Customer 682,56087260410,1980-11-28,6130,Lawyer,Low,2021-11-24,BR,RS,Porto Alegre,No,No,L2,80,No
C100682,Customer 683,53168154426,2003-03-01,41388,Student,Low,2023-04-27,BR,PR,Curitiba,No,No,L1,50,No
C100683,Customer 684,90456158416,2007-10-27,15487,Software Engineer,Low,2025-01-09,BR,PA,Belém,No,No,L3,95,No
C100684,Customer 685,62316148156,1995-04-05,13805,Driver,High,2024-10-20,BR,RS,Porto Alegre,No,No,L1,47,No
C100685,Customer 686,69859500402,2014-02-11,34689,Consultant,Medium,2021-05-27,BR,RN,Natal,No,No,L3,79,No
C100686,Customer 687,52149467987,1962-11-11,73582,Entrepreneur,Medium,2025-05-12,BR,PR,Curitiba,No,No,L3,65,No
C100687,Customer 688,38803061252,1992-10-04,23769,Consultant,Medium,2020-11-12,BR,SP,São Paulo,Yes,No,L2,51,No
C100688,Customer 689,91901537122,2017-10-13,11023,Mechanic,Medium,2023-03-22,BR,AM,Manaus,No,No,L2,73,No
C100689,Customer 690,18562512728,2000-07-24,28297,Mechanic,Low,2020-06-09,BR,BA,Salvador,Yes,No,L1,52,No
C100690,Customer 691,12833886929,2000-10-11,21668,Chef,Medium,2022-09-25,BR,CE,Fortaleza,No,No,L2,63,No
C100691,Customer 692,9788601974,1994-02-19,17770,Chef,Low,2024-09-27,BR,PE,Recife,No,No,L1,66,No
C100692,Customer 693,53521455888,1975-06-21,5213,Student,Low,2020-06-26,BR,SP,Campinas,No,No,L3,73,No
C100693,Customer 694,72609046288,2011-06-27,47057,Designer,Low,2023-10-06,BR,PR,Curitiba,No,No,L1,97,No
C100694,Customer 695,65512742259,2021-05-24,22258,Consultant,Low,2025-03-04,BR,SP,São Paulo,No,No,L1,54,No
C100695,Customer 696,96569762929,1962-07-19,34789,Accountant,Medium,2021-09-06,BR,RS,Porto Alegre,No,No,L2,93,No
C100696,Customer 697,91547594622,1977-06-12,11309,Driver,Low,2021-08-17,BR,CE,Fortaleza,No,No,L1,76,No
C100697,Customer 698,40099768175,1959-11-26,15113,Consultant,Low,2024-01-08,BR,GO,Goiânia,No,No,L1,46,No
C100698,Customer 699,92657193657,1991-12-14,26932,Trader,Medium,2023-06-21,BR,PR,Curitiba,No,No,L1,23,No
C100699,Customer 700,91906696771,2022-01-13,27051,Accountant,Medium,2020-12-22,BR,SP,Campinas,No,No,L1,55,No
C100700,Customer 701,43216130363,2011-10-25,10430,Trader,Low,2023-03-22,BR,SP,São Paulo,No,No,L1,71,No
C100701,Customer 702,76269245783,1996-07-04,14477,Store Owner,Medium,2025-08-28,BR,PR,Curitiba,Yes,No,L1,68,No
C100702,Customer 703,25903678051,1974-05-28,92817,Dentist,Medium,2020-09-25,BR,PA,Belém,No,No,L2,40,No
C100703,Customer 704,18836350531,2011-09-21,14917,Accountant,Medium,2024-05-14,BR,AM,Manaus,No,No,L2,92,No
C100704,Customer 705,99342657871,2015-05-21,13281,Teacher,Low,2020-10-16,BR,PA,Belém,No,No,L2,45,No
C100705,Customer 706,26486766152,1981-01-01,12355,Nurse,Medium,2025-06-26,BR,AM,Manaus,Yes,No,L2,75,No
C100706,Customer 707,3067488804,1993-12-19,8361,Student,Low,2020-08-08,BR,DF,Brasília,No,No,L1,48,No
C100707,Customer 708,21948674727,2017-11-08,26730,Mechanic,Low,2020-11-26,BR,SP,Campinas,No,No,L1,45,No
C100708,Customer 709,13040575119,1966-05-05,41036,Nurse,Medium,2023-12-26,BR,DF,Brasília,No,No,L1,78,No
C100709,Customer 710,61741353466,2023-08-23,22062,Consultant,Low,2021-06-06,BR,AM,Manaus,No,No,L3,50,No
C100710,Customer 711,36540855866,1990-12-23,37896,Driver,Low,2024-12-20,BR,SC,Florianópolis,No,No,L2,65,No
C100711,Customer 712,78585268745,2003-08-28,8161,Freelancer,Low,2023-10-29,BR,MG,Belo Horizonte,No,No,L1,34,No
C100712,Customer 713,33969221046,1978-12-01,5933,Consultant,Medium,2024-02-20,BR,BA,Salvador,Yes,No,L3,34,No
C100713,Customer 714,6506698405,1976-07-02,20682,Student,Low,2025-03-23,BR,SP,Campinas,No,No,L2,71,No
C100714,Customer 715,7646995496,1994-11-04,10822,Teacher,Low,2020-02-23,BR,SP,São Paulo,No,No,L2,78,No
C100715,Customer 716,77401070757,1963-04-22,32227,Dentist,Low,2023-05-06,BR,DF,Brasília,No,No,L3,49,No
C100716,Customer 717,61416433044,2000-02-18,23948,Store Owner,Low,2020-04-12,BR,SP,Campinas,No,No,L3,67,No
C100717,Customer 718,79861181557,2000-04-17,18722,Software Engineer,Low,2020-12-07,BR,DF,Brasília,No,No,L2,77,No
C100718,Customer 719,2667287865,1971-05-16,31934,Store Owner,Medium,2022-01-11,BR,SP,São Paulo,No,No,L1,82,No
C100719,Customer 720,84180528621,2020-08-23,38893,Nurse,Low,2024-11-29,BR,RS,Porto Alegre,No,No,L1,75,No
C100720,Customer 721,12553241973,1975-02-02,15841,Dentist,Low,2020-10-04,BR,PE,Recife,No,No,L1,67,No
C100721,Customer 722,1912486068,1979-11-10,9017,Consultant,Low,2025-01-31,BR,PR,Curitiba,Yes,No,L3,93,No
C100722,Customer 723,75602486827,1973-08-03,17414,Mechanic,Medium,2023-03-21,BR,PE,Recife,No,No,L2,6,No
C100723,Customer 724,33463448657,1980-02-13,8444,Driver,Medium,2024-03-02,BR,SC,Florianópolis,No,Yes,L2,100,No
C100724,Customer 725,70788834863,1963-11-07,36221,Driver,Low,2023-11-22,BR,RN,Natal,No,No,L2,79,No
C100725,Customer 726,87196432868,1997-10-17,30389,Consultant,Medium,2023-05-01,BR,GO,Goiânia,No,No,L2,72,No
C100726,Customer 727,48805256586,2023-03-13,19552,Student,Low,2024-05-16,BR,PA,Belém,No,No,L1,69,No
C100727,Customer 728,55750778730,1963-12-19,17998,Nurse,Low,2020-06-15,BR,BA,Salvador,No,No,L3,67,No
C100728,Customer 729,86536658653,1999-06-06,30410,Designer,Medium,2020-04-07,BR,AM,Manaus,No,No,L3,77,No
C100729,Customer 730,85879367988,1967-04-03,10550,Trader,Low,2022-09-19,BR,PA,Belém,Yes,No,L1,53,No
C100730,Customer 731,44980038934,1985-07-26,33122,Mechanic,Low,2025-09-05,BR,SP,Campinas,No,No,L1,73,No
C100731,Customer 732,12356145922,1996-04-17,8879,Dentist,Low,2023-05-16,BR,DF,Brasília,No,No,L1,64,No
C100732,Customer 733,20882873339,1991-12-15,20706,Accountant,Medium,2022-06-12,BR,RJ,Rio de Janeiro,No,No,L3,71,No
C100733,Customer 734,61385738327,1997-08-30,16253,Software Engineer,Low,2020-04-26,BR,MG,Belo Horizonte,No,No,L3,46,No
C100734,Customer 735,69366467732,1959-06-01,8242,Mechanic,Medium,2024-02-10,BR,RJ,Rio de Janeiro,No,No,L2,94,No
C100735,Customer 736,56832164633,1962-09-16,8935,Software Engineer,Low,2024-02-21,BR,RS,Porto Alegre,No,No,L1,78,No
C100736,Customer 737,38976022228,1997-03-14,21697,Student,Low,2022-04-19,BR,RN,Natal,Yes,No,L3,64,No
C100737,Customer 738,57509054621,1995-06-30,11521,Designer,Low,2020-05-06,BR,CE,Fortaleza,Yes,No,L1,69,No
C100738,Customer 739,33287202866,1997-03-12,33313,Lawyer,Low,2022-12-11,BR,SC,Florianópolis,Yes,No,L3,34,No
C100739,Customer 740,44026244380,2004-03-15,11759,Mechanic,Medium,2021-03-01,BR,BA,Salvador,No,No,L1,47,No
C100740,Customer 741,44207562794,2020-02-05,14020,Nurse,Low,2024-06-10,BR,RJ,Rio de Janeiro,No,No,L2,63,No
C100741,Customer 742,36159937904,2019-02-02,25102,Chef,Low,2020-06-26,BR,DF,Brasília,No,No,L1,74,No
C100742,Customer 743,62879459611,2009-12-28,9706,Entrepreneur,Low,2024-06-01,BR,RN,Natal,No,No,L2,98,No
C100743,Customer 744,62971698550,2008-10-03,47488,Software Engineer,Low,2024-08-24,BR,CE,Fortaleza,Yes,No,L1,69,No
C100744,Customer 745,69329525883,1995-01-11,9351,Chef,Low,2022-10-06,BR,SP,São Paulo,No,No,L3,85,No
C100745,Customer 746,92305856965,1983-08-05,11502,Teacher,Medium,2024-01-12,BR,DF,Brasília,No,No,L2,69,No
C100746,Customer 747,47403705119,2005-06-12,11069,Software Engineer,Medium,2020-08-08,BR,SC,Florianópolis,No,No,L3,78,No
C100747,Customer 748,10548136714,2000-01-12,23213,Nurse,Medium,2020-01-26,BR,RJ,Rio de Janeiro,No,No,L1,64,No
C100748,Customer 749,85539142936,1999-04-09,17407,Accountant,Medium,2023-11-04,BR,GO,Goiânia,No,No,L2,63,No
C100749,Customer 750,74254944219,1996-11-11,16171,Nurse,Low,2021-04-27,BR,PR,Curitiba,No,No,L3,26,No
C100750,Customer 751,40497854441,1988-05-21,15060,Chef,Low,2022-02-25,BR,MG,Belo Horizonte,No,No,L3,56,No
C100751,Customer 752,53580098028,1995-08-17,30418,Software Engineer,Low,2023-08-28,BR,SP,São Paulo,No,No,L3,56,No
C100752,Customer 753,87377207518,1977-11-21,20388,Dentist,Medium,2020-12-10,BR,CE,Fortaleza,No,No,L1,69,No
C100753,Customer 754,57835506183,2011-10-18,10901,Chef,Medium,2023-09-02,BR,RN,Natal,No,No,L3,100,No
C100754,Customer 755,29655563616,1989-07-20,17412,Store Owner,Low,2021-02-13,BR,SC,Florianópolis,No,No,L1,82,No
C100755,Customer 756,25444158678,2007-04-08,7373,Designer,Low,2025-05-25,BR,DF,Brasília,No,No,L3,54,No
C100756,Customer 757,12321140086,1965-10-11,41370,Nurse,High,2022-09-15,BR,DF,Brasília,No,No,L3,80,No
C100757,Customer 758,49064918426,1991-04-01,6881,Nurse,Low,2020-05-18,BR,RN,Natal,No,No,L3,68,No
C100758,Customer 759,14606465375,1965-07-31,20058,Trader,Low,2020-01-21,BR,RS,Porto Alegre,No,No,L3,35,No
C100759,Customer 760,99221345966,2007-12-28,9662,Store Owner,Low,2022-06-09,BR,RJ,Rio de Janeiro,No,No,L3,97,No
C100760,Customer 761,89904406995,2018-11-18,9076,Trader,Low,2023-10-16,BR,PE,Recife,No,No,L1,65,No
C100761,Customer 762,78819757793,1985-05-21,23385,Entrepreneur,Low,2022-08-05,BR,SC,Florianópolis,No,No,L3,33,No
C100762,Customer 763,42662624789,1965-11-21,11849,Store Owner,High,2022-03-10,BR,RJ,Rio de Janeiro,No,No,L1,35,No
C100763,Customer 764,2708609190,1970-05-08,19468,Nurse,Medium,2023-12-16,BR,SP,São Paulo,No,No,L3,100,No
C100764,Customer 765,45289651543,2021-06-12,24605,Trader,Medium,2024-06-27,BR,CE,Fortaleza,No,No,L1,60,No
C100765,Customer 766,62013683164,1993-06-01,26027,Driver,Low,2020-04-13,BR,RN,Natal,No,No,L1,43,No
C100766,Customer 767,86420398802,1985-11-27,18766,Lawyer,Low,2024-08-31,BR,RS,Porto Alegre,No,No,L3,47,No
C100767,Customer 768,51254472013,2022-08-20,24961,Chef,Medium,2021-04-07,BR,RN,Natal,No,No,L2,54,No
C100768,Customer 769,83565688788,1996-08-26,23939,Designer,Medium,2023-03-09,BR,RJ,Rio de Janeiro,No,No,L3,79,No
C100769,Customer 770,23431148582,2015-03-02,53561,Student,Medium,2025-07-18,BR,AM,Manaus,No,No,L3,44,No
C100770,Customer 771,53525432369,1964-05-14,27390,Teacher,Low,2022-03-10,BR,RN,Natal,No,No,L1,51,No
C100771,Customer 772,11379083687,1982-10-14,12895,Freelancer,Low,2023-11-17,BR,DF,Brasília,No,No,L1,47,No
C100772,Customer 773,6468275303,1998-07-29,9374,Freelancer,Medium,2021-02-07,BR,RN,Natal,No,No,L3,81,No
C100773,Customer 774,55366454628,2012-03-23,9051,Nurse,Medium,2023-02-28,BR,RJ,Rio de Janeiro,No,No,L2,69,No
C100774,Customer 775,79942481488,1993-10-18,25183,Trader,Medium,2022-07-31,BR,CE,Fortaleza,No,No,L1,85,No
C100775,Customer 776,64056062087,1959-09-03,18043,Chef,Low,2023-07-06,BR,PR,Curitiba,No,No,L3,62,No
C100776,Customer 777,92329887531,2014-01-11,12458,Consultant,Low,2024-08-27,BR,RJ,Rio de Janeiro,Yes,No,L1,33,No
C100777,Customer 778,37373696693,1999-09-02,33730,Dentist,Low,2022-01-02,BR,RS,Porto Alegre,Yes,No,L2,61,No
C100778,Customer 779,19674669665,1999-02-28,37468,Student,Low,2022-07-11,BR,RN,Natal,No,No,L3,84,No
C100779,Customer 780,77381712898,1988-11-29,10973,Chef,Medium,2024-07-14,BR,PR,Curitiba,No,No,L2,55,No
C100780,Customer 781,91739529675,1996-01-20,24720,Designer,Medium,2023-09-10,BR,BA,Salvador,No,No,L3,84,No
C100781,Customer 782,77966971076,1984-06-02,20978,Mechanic,Low,2025-08-05,BR,DF,Brasília,No,No,L2,41,No
C100782,Customer 783,33098656753,1979-10-22,33365,Chef,Medium,2020-06-13,BR,RJ,Rio de Janeiro,No,No,L2,6,No
C100783,Customer 784,96702884564,1988-11-06,15894,Driver,Low,2020-12-22,BR,RJ,Rio de Janeiro,No,No,L1,66,No
C100784,Customer 785,64081148379,1978-04-01,45492,Nurse,Medium,2024-04-27,BR,MG,Belo Horizonte,No,No,L1,60,No
C100785,Customer 786,85354543446,2014-10-05,21112,Nurse,Low,2021-10-03,BR,BA,Salvador,No,No,L3,68,No
C100786,Customer 787,59200628015,1988-10-10,7467,Freelancer,Medium,2020-01-11,BR,SC,Florianópolis,No,No,L1,66,No
C100787,Customer 788,17717630398,1994-06-12,9408,Student,Medium,2022-08-14,BR,SP,São Paulo,No,No,L2,24,No
C100788,Customer 789,44797648015,2023-05-06,19787,Driver,Low,2020-06-24,BR,AM,Manaus,No,No,L3,66,No
C100789,Customer 790,40213149944,1983-08-25,10170,Mechanic,Low,2023-09-23,BR,SP,Campinas,Yes,No,L1,75,No
C100790,Customer 791,19036843870,1981-09-24,11609,Consultant,Low,2021-05-20,BR,RN,Natal,Yes,No,L3,55,No
C100791,Customer 792,78658486086,1986-12-19,29959,Freelancer,Low,2022-12-23,BR,MG,Belo Horizonte,No,No,L3,56,No
C100792,Customer 793,74370113160,1961-04-03,16315,Mechanic,High,2022-04-26,BR,DF,Brasília,No,No,L2,52,No
C100793,Customer 794,99692185922,1994-09-17,24434,Freelancer,Low,2020-06-15,BR,RS,Porto Alegre,No,No,L1,62,No
C100794,Customer 795,19145219994,1999-11-25,81591,Chef,High,2021-03-03,BR,RJ,Rio de Janeiro,No,No,L1,23,No
C100795,Customer 796,98634296502,2000-01-13,32210,Freelancer,Low,2022-11-06,BR,PA,Belém,No,No,L2,51,No
C100796,Customer 797,12502254426,2010-01-13,12518,Student,Low,2024-08-26,BR,RS,Porto Alegre,No,Yes,L1,65,No
C100797,Customer 798,69933625534,2005-06-21,15784,Trader,Medium,2022-08-12,BR,BA,Salvador,No,No,L1,67,No
C100798,Customer 799,47201023929,2002-11-04,15744,Designer,High,2020-02-16,BR,DF,Brasília,No,No,L2,62,No
C100799,Customer 800,11428824788,2001-08-18,23271,Lawyer,Low,2025-04-29,BR,BA,Salvador,No,No,L1,58,No
C100800,Customer 801,79157745837,2015-08-31,15349,Dentist,Low,2024-08-26,BR,SP,São Paulo,No,No,L2,30,No
C100801,Customer 802,66320362640,1988-09-13,15806,Trader,Low,2021-11-30,BR,DF,Brasília,No,Yes,L2,22,No
C100802,Customer 803,97153672818,1973-01-12,8053,Accountant,Low,2023-06-13,BR,SC,Florianópolis,No,No,L1,66,No
C100803,Customer 804,59831086692,2012-01-16,13758,Software Engineer,Low,2020-12-08,BR,AM,Manaus,No,No,L1,60,No
C100804,Customer 805,48625413232,1998-04-25,31668,Designer,Low,2023-09-26,BR,RS,Porto Alegre,No,No,L1,54,No
C100805,Customer 806,11275278510,1963-04-28,20542,Chef,High,2023-02-18,BR,PE,Recife,No,No,L3,51,No
C100806,Customer 807,23172349852,1958-01-19,6602,Trader,Low,2025-07-20,BR,AM,Manaus,No,No,L3,73,No
C100807,Customer 808,62920900490,2014-12-07,9051,Chef,Low,2020-04-08,BR,RJ,Rio de Janeiro,No,No,L1,77,No
C100808,Customer 809,3735421337,1998-06-07,8375,Designer,Medium,2021-05-09,BR,PR,Curitiba,No,No,L2,63,No
C100809,Customer 810,39662690861,1991-12-21,3334,Trader,Low,2022-06-27,BR,PE,Recife,No,No,L3,58,No
C100810,Customer 811,60382980992,2023-02-07,18207,Entrepreneur,Low,2024-12-17,BR,RN,Natal,No,No,L1,52,No
C100811,Customer 812,76895326824,1974-02-28,10228,Store Owner,Low,2023-08-30,BR,AM,Manaus,No,No,L1,66,No
C100812,Customer 813,83854505403,2021-12-22,2689,Lawyer,Medium,2025-05-16,BR,SP,Campinas,No,No,L2,47,No
C100813,Customer 814,55294361345,2007-07-03,17492,Trader,Medium,2022-08-18,BR,AM,Manaus,No,No,L3,36,No
C100814,Customer 815,8763005216,1963-05-06,15937,Student,Low,2020-07-17,BR,SP,Campinas,No,No,L1,77,No
C100815,Customer 816,84244527952,2005-10-14,5437,Freelancer,Low,2022-02-05,BR,RN,Natal,No,No,L2,67,No
C100816,Customer 817,34058480547,1960-09-03,5827,Teacher,Medium,2024-10-31,BR,CE,Fortaleza,Yes,No,L1,50,No
C100817,Customer 818,10082590036,2002-04-25,10022,Student,High,2020-10-12,BR,SP,São Paulo,No,No,L1,62,No
C100818,Customer 819,87082357251,1988-02-29,19984,Student,Low,2022-11-14,BR,PA,Belém,No,No,L1,47,No
C100819,Customer 820,46912239991,1978-12-23,27133,Designer,Low,2020-01-21,BR,RN,Natal,No,No,L3,100,No
C100820,Customer 821,99453774039,2017-07-16,4207,Student,Low,2020-07-17,BR,DF,Brasília,No,No,L1,48,No
C100821,Customer 822,11149982539,1965-09-13,9124,Entrepreneur,Low,2024-05-23,BR,BA,Salvador,No,No,L3,61,No
C100822,Customer 823,96444390371,1982-09-27,15035,Software Engineer,Medium,2020-02-01,BR,RS,Porto Alegre,No,No,L2,91,No
C100823,Customer 824,95100035513,2005-08-11,27253,Consultant,Low,2021-09-06,BR,RJ,Rio de Janeiro,No,No,L2,26,No
C100824,Customer 825,30239854075,2003-01-08,19041,Mechanic,Low,2021-04-24,BR,PE,Recife,No,No,L3,50,No
C100825,Customer 826,22888950484,1984-11-23,23210,Accountant,Low,2025-01-18,BR,RN,Natal,No,No,L3,43,No
C100826,Customer 827,99883857272,1979-11-14,7242,Entrepreneur,Low,2024-05-20,BR,PA,Belém,No,No,L3,47,No
C100827,Customer 828,67823168620,2001-03-05,25873,Entrepreneur,Low,2024-10-06,BR,SP,Campinas,No,No,L1,44,No
C100828,Customer 829,70443953411,1973-03-18,19250,Driver,Low,2020-01-02,BR,GO,Goiânia,No,No,L3,69,No
C100829,Customer 830,38059270204,1980-09-29,4896,Software Engineer,Low,2022-10-29,BR,MG,Belo Horizonte,No,No,L1,55,No
C100830,Customer 831,45391651109,1970-03-25,18786,Dentist,Low,2024-01-26,BR,PE,Recife,No,No,L2,89,No
C100831,Customer 832,33442584499,1981-03-22,13435,Driver,Medium,2025-04-03,BR,PA,Belém,No,Yes,L1,38,No
C100832,Customer 833,86752810881,1975-08-20,7855,Trader,Medium,2025-02-19,BR,RJ,Rio de Janeiro,No,No,L2,79,No
C100833,Customer 834,26867019040,1979-01-02,17638,Chef,Low,2024-06-11,BR,PE,Recife,No,No,L3,46,No
C100834,Customer 835,61206864298,1965-11-25,17939,Store Owner,Low,2022-09-27,BR,PA,Belém,Yes,No,L3,56,No
C100835,Customer 836,54751636322,1980-05-26,23315,Chef,Low,2024-08-20,BR,MG,Belo Horizonte,No,No,L2,91,No
C100836,Customer 837,70558107777,2002-04-24,37408,Designer,Low,2020-08-31,BR,DF,Brasília,No,No,L3,100,No
C100837,Customer 838,54278472982,2009-06-21,7577,Accountant,Medium,2020-11-06,BR,AM,Manaus,No,Yes,L2,59,No
C100838,Customer 839,65477171220,2005-06-10,26809,Software Engineer,Low,2021-01-25,BR,SP,São Paulo,No,No,L2,42,No
C100839,Customer 840,28580560128,2017-05-29,37707,Designer,Low,2021-10-30,BR,GO,Goiânia,No,No,L2,80,No
C100840,Customer 841,33833283382,2014-11-18,36644,Dentist,Low,2024-09-06,BR,RS,Porto Alegre,No,No,L1,65,Yes
C100841,Customer 842,72374663250,1986-11-20,13150,Trader,Low,2022-05-19,BR,RJ,Rio de Janeiro,No,Yes,L3,56,No
C100842,Customer 843,4739468695,2005-01-17,6189,Lawyer,Low,2022-01-13,BR,SP,São Paulo,No,No,L1,48,No
C100843,Customer 844,65619231877,2018-11-06,17076,Accountant,Low,2023-01-20,BR,PA,Belém,No,No,L2,85,No
C100844,Customer 845,34025544132,2011-09-14,9487,Nurse,Low,2022-08-14,BR,RN,Natal,No,No,L1,63,No
C100845,Customer 846,32323097461,1995-09-04,16659,Store Owner,High,2023-02-22,BR,SP,Campinas,No,No,L1,34,No
C100846,Customer 847,60388923642,2011-09-16,12535,Nurse,Low,2023-12-14,BR,PR,Curitiba,No,No,L2,59,No
C100847,Customer 848,27853882973,2023-03-13,10706,Designer,Low,2022-07-06,BR,BA,Salvador,No,No,L3,74,No
C100848,Customer 849,54767788964,1990-12-18,22064,Nurse,Medium,2022-09-11,BR,PA,Belém,Yes,No,L2,60,No
C100849,Customer 850,64348041294,1988-11-09,10837,Freelancer,Low,2024-07-09,BR,RS,Porto Alegre,Yes,No,L3,44,No
C100850,Customer 851,67454366883,1984-07-05,16058,Student,High,2020-02-02,BR,PR,Curitiba,No,No,L2,79,No
C100851,Customer 852,44123067992,1991-10-09,26059,Driver,Low,2023-02-19,BR,SP,Campinas,No,No,L1,54,No
C100852,Customer 853,49654150443,1962-04-26,45267,Mechanic,Low,2020-04-10,BR,PA,Belém,No,No,L1,48,No
C100853,Customer 854,94467698829,1980-06-15,8326,Accountant,Medium,2022-05-07,BR,RS,Porto Alegre,No,No,L1,47,No
C100854,Customer 855,34404219531,2004-11-20,17094,Dentist,Low,2023-10-03,BR,SP,São Paulo,No,No,L2,64,No
C100855,Customer 856,79795254017,1960-09-19,24847,Lawyer,High,2021-02-04,BR,SP,Campinas,No,No,L2,53,No
C100856,Customer 857,22131838043,1974-01-07,5569,Freelancer,Low,2021-08-25,BR,RS,Porto Alegre,No,No,L2,55,No
C100857,Customer 858,82972682512,2001-06-16,2461,Designer,Low,2020-01-16,BR,CE,Fortaleza,No,No,L2,66,No
C100858,Customer 859,17822579835,1966-01-05,16116,Lawyer,Medium,2023-11-09,BR,PA,Belém,Yes,No,L3,59,No
